IDSong,F0010,F0011,F0013,F0021,F0109,F0110,F0113,F0116,F0121,F0133,F0136,F0151,F0155,F0246,F0247,F0251,F0328,F0404,F0406,F0407,F0437,F0438,F0466,F0469,F0507,F0525,F0526,F0529,F0753,F0770,F0772,F0776,F0778,F0782,F0891,F0897,F0899,F0905,F0909,F0911,F0917,F0923,F0927,F0945,F0946,F0958,F1053,F1059,F1065,F1071,F1077,F1089,F1090,F1096,F1101,F1151,F1152,F1166,F1194,F1419,F1441,F1455,F1469,F1475,F1483,F1486,F1489,F1497,F1537,F1550,F1574,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),ORIGINAL-TEXTURE-Musical Layers (Mean),ORIGINAL-TEXTURE-Musical Layers (Max),ORIGINAL-TEXTURE-Musical Layers (Std),ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),Quadrant,Energy,Valence,Accouticness,Instrumentalness,Key,Speechiness,Loudness,Liveness,Mode,Tempo,Time_signature,Danceability
MT0006798861,85.629,2.4227,996.32,4.6485,0.081958,1.2192,0.34157,-0.4159,464.31,0.29273,1.7748,0.024938,0.79536,0.4613,0.020253,0.40046,0.46303,0.1177,2.1345,0.72737,4.206,0.57155,0.054137,0.21345,0.23726,2.105,0.92082,4.8556,0.19495,0.39947,0.032478,0.60053,0.036335,0.70555,0.6315,0.61501,-0.41641,-0.34156,0.60766,-0.3172,-0.32668,-0.14192,0.5752,0.55583,0.12017,0.11013,2.7354,2.9025,3.2305,3.2908,3.4292,3.9099,1.226,1.1014,4.3354,38.854,39.029,1826900,2.7688,0.14746,-2.2462,-2.4484,-2.3644,0.13819,2.1543,0.92364,0.062325,-0.83363,0.015377,0.1637,-1.4492,0,0,0,0,0.95676,3,0.68615,0.57143,0.66512,1.3635,0.23279,0.22446,5810.6,6818.5,4400.4,0.53498,0,0,0,0,0,0,0,0,0,0,0,-0.92483,1.4307,Q2,0.962,-0.008,1.08E-05,1.14E-05,2,0.0528,-4.066,0.145,1,94.939,3,0.245
MT0006806145,124.15,0.39096,634.73,5.2697,0.070685,0.025045,0.33132,0.52701,405.73,0.2446,1.7851,0.030333,0.71556,0.44709,0.020449,0.39099,0.43467,0.11323,2.1837,0.76272,4.2137,0.46065,0.041494,0.20004,0.21521,2.1672,0.87879,4.6422,0.1894,0.40789,0.030168,0.5829,0.036851,0.70112,0.62435,0.60947,-0.28868,-0.4202,0.59113,-0.25849,-0.25174,-0.23788,0.58384,0.56898,0.1149,0.11229,2.7914,3.0618,3.223,3.2374,3.6312,3.7267,1.1022,1.27,4.7488,33.557,36.015,1409600,2.6286,0.13431,-1.8523,-2.3644,-2.3477,0.14584,1.6277,0.87751,0.068211,-0.31933,0.017283,0.16419,-1.456,0,0,0,0,0.8072,3,0.71964,0.48738,0.71906,1.0957,0.23969,0.20529,5922.9,6750.4,4741,0.56772,0,0,0,0,0,0,0,0,0,0,0,-3.559,1.473,Q2,0.948,0.078,7.53E-05,0.0182,7,0.0529,-4.814,0.0605,1,95.039,4,0.823
MT0006903607,70.499,0.6222,505.86,5.7521,0.06402,0.59918,0.32172,0.35006,362.16,0.22805,2.1145,0.027433,0.7457,0.43139,0.065915,0.19403,0.60857,0.091238,1.8055,0.61935,4.0841,0.53566,0.053375,0.2412,0.21423,3.0011,0.77799,5.4028,0.18434,0.3917,0.033233,0.54084,0.034963,0.71434,0.52793,0.55432,-0.36877,-0.48973,0.54949,-0.49794,-0.090608,0.013488,0.50944,0.51902,0.15793,0.12451,3.1066,3.6595,3.9889,3.8907,3.9298,4.4559,2.0152,1.8213,4.5648,30.284,33.975,1368700,2.7814,0.12421,-3.7744,-3.8528,-3.0323,0.11394,1.2594,0.87724,0.10204,-0.8185,0.010553,0.17004,-1.7535,269.2,0.18238,801.47,0.66667,1.5042,4,0.7479,0.50637,0.2993,1.8956,0.93117,0.35946,5489.5,6557.4,4534,0.42123,0.96194,2.5984,17.05,3.5948,1.707,0.10949,5007.7,498.19,1.7916,0.61862,0.21053,-0.38358,1.0314,Q2,0.31,-0.442,0.591,0.00531,5,0.0545,-16.112,0.302,1,112.503,4,0.477
MT0006919273,117.38,2.3755,1216.1,0.93639,0.12133,0.91449,0.12724,2.5867,602.52,0.61896,3.7414,0.050845,0.67972,0.34486,0.055612,0.23704,0.85657,0.10421,3.0377,1.2562,5.528,0.94807,0.072382,0.49221,0.12592,5.1223,1.5402,8.5103,0.16499,0.3116,0.05436,0.47314,0.067043,0.56364,0.52518,0.50653,-0.072789,-0.057797,0.43927,0.1886,0.14538,0.23861,0.39571,0.40457,0.1699,0.16191,3.4191,3.7311,4.3127,4.5903,4.699,5.1864,2.1104,3.012,5.8727,12.759,13.08,476220,4.8896,0.2009,0.10943,0.0013538,-0.95547,0.083395,1.1588,2.1472,0.19427,3.1951,0,0.31059,-0.43792,191.97,0.15872,1618.3,0.25,2.6739,7,1.3958,0.20367,0.26605,0.93117,1.0974,0.59743,4140.6,5418.2,3295.7,0.084427,0.99407,1.4871,20.821,1.659,1.8443,-0.64445,3278.9,973.17,2.2036,0.15849,0.14286,-0.6273,0.89832,Q3,0.249,-0.136,0.596,0.000276,2,0.0263,-13.168,0.105,1,89.957,3,0.457
MT0006919878,188.89,0.66295,824.65,5.145,0.067226,0.069275,0.31327,0.57359,413.76,0.22586,1.8131,0.025828,0.75855,0.46967,0.017256,0.3283,0.56373,0.099855,1.8735,0.52991,6.4209,0.52224,0.058113,0.18077,0.24074,3.0276,0.67915,4.9764,0.19174,0.40004,0.033123,0.58234,0.023677,0.75299,0.58861,0.55974,-0.11709,-0.22723,0.56468,-0.083888,-0.14489,0.022772,0.52309,0.51783,0.13296,0.1267,2.9781,3.1803,3.674,3.7735,3.8791,4.3324,1.5117,1.3606,5.0965,27.436,28.836,1506400,2.6795,0.22164,-2.4094,-3.7965,-3.1478,0.13084,2.0377,1.4158,0.13711,0.5968,0.012187,0.17343,-1.4665,263.75,0.11493,2050.1,0.5,1.3629,4,0.76306,0.54975,0.33217,1.993,0.89687,0.20451,5770.7,6901.1,5154.9,0.5441,0,0,0,0,0,0,5420.8,0,0,1,0.034483,-1.798,0.99655,Q2,0.978,0.05,0.000335,2.18E-05,11,0.068,-10.45,0.788,0,171.014,3,0.163
MT0006939177,162.78,1.9366,1565.1,2.2741,0.14001,-0.028353,0.044724,1.5818,625.1,0.62488,6.4588,0.073094,0.50935,0.41293,0.035097,0.28193,0.60621,0.15248,3.9704,1.1343,5.2647,0.55211,0.092656,0.34619,0.14573,3.0986,1.2633,8.7046,0.17092,0.30247,0.059652,0.45916,0.044677,0.63786,0.466,0.42271,0.24212,0.098887,0.46397,0.089258,0.018155,-0.069351,0.45005,0.46917,0.14862,0.14755,3.3499,3.5583,3.8923,4.2421,4.2003,4.8216,1.8293,2.0706,5.2285,20.935,21.715,583350,3.8888,0.19428,-0.64024,-0.84415,-0.38673,0.12906,2.0044,3.1839,0.4605,1.0313,0.0025255,0.24029,-0.73468,53.02,0.014609,1129.3,0,1.3541,4,0.79176,0.49421,1.1972,2.6272,1.0974,0.22168,5602.5,6543.6,5082.4,0.48525,0,0,0,0,0,0,5631.4,0,0,1,0.029412,-0.91896,1.9963,Q2,0.525,0.058,0.0967,0,6,0.323,-12.104,0.168,1,90.011,4,0.125
MT0006955716,142.24,4.2468,1797.4,1.4046,0.12169,1.2424,0.070986,1.6064,587.89,0.73024,4.7928,0.059715,0.59777,0.3147,0.062542,0.15907,0.77518,0.11728,3.1583,1.4467,5.6793,1.3441,0.11665,0.58445,0.096146,6.38,1.9231,12.181,0.1443,0.25351,0.065987,0.35482,0.055865,0.59266,0.45782,0.46937,0.18517,0.24706,0.42707,0.23711,0.32654,0.041056,0.47921,0.46682,0.15668,0.18187,3.3889,4.2435,4.0434,3.9712,4.0495,4.7629,1.8402,3.03,5.505,13.288,10.291,259430,7.4241,0.1909,-0.24276,-0.12121,-0.93285,0.083456,1.5683,1.7949,0.24503,1.9264,0.0023214,0.24138,-0.6518,30.655,0.049869,891.76,0.2,2.0077,6,1.0943,0.31313,0.59861,1.0309,0.99768,1.1122,4166.6,4714.6,3350,0,0.88402,2.0301,15.169,2.7713,7.3779,2.2377,3794.2,193.75,1.5758,0,0.38889,-0.47263,0.89832,Q4,0.252,-0.61,0.557,0.00541,9,0.0303,-11.742,0.115,1,122.019,4,0.605
MT0006983241,168.01,2.3767,1638.4,2.0066,0.12034,0.26621,0.21665,0.94224,626.76,0.5749,2.9255,0.049858,0.65909,0.38188,0.081185,0.14006,0.87584,0.13796,3.9711,1.319,5.3919,0.84943,0.066544,0.40871,0.23262,3.6541,1.568,7.6332,0.20937,0.36077,0.063321,0.43556,0.078865,0.57527,0.45017,0.36389,0.44498,0.35382,0.36101,0.29576,0.33489,0.42236,0.32939,0.34874,0.19599,0.19492,3.885,3.8578,4.4522,5.1181,5.6141,6.16,2.6829,3.1635,7.5634,16.953,19.128,1032200,2.4638,0.2247,-0.37227,-0.37527,-0.9517,0.08885,2.2559,1.03,0.16059,1.1442,0.0002964,0.24635,-0.57612,141.94,0.037925,1462.3,0.64286,2.0181,7,1.1743,0.29421,0.69837,2.0286,1.9621,0.51001,5328,6466.3,4874.2,0.49386,0.97393,1.7511,15.206,2.088,2.3143,0.64575,4789.7,355.21,1.4541,0.77657,0.24561,-1.1796,1.6636,Q4,0.449,0.436,0.79,1.96E-05,10,0.0599,-8.446,0.702,1,67.737,4,0.652
MT0006996768,243.22,1.1555,1839.7,3.3108,0.11254,-0.14587,0.1815,0.82142,470.45,0.47234,2.8414,0.037998,0.70959,0.4097,0.052633,0.21224,0.58145,0.08368,3.6039,1.1916,6.3123,0.90203,0.056772,0.32769,0.19823,4.424,1.448,8.3094,0.20279,0.33661,0.0544,0.44532,0.043794,0.63741,0.59359,0.55017,-0.078081,-0.0064115,0.46604,0.17074,0.85739,0.76454,0.45276,0.45963,0.15831,0.14805,3.5728,4.5536,5.0926,4.3266,4.6191,5.1086,2.1741,2.4698,5.2743,16.906,19.461,973500,2.8069,0.17565,-0.7901,-0.99736,-1.2311,0.096903,2.0055,1.0242,0.11635,0.5457,0.0018238,0.18655,-0.73628,101.21,0.039493,828.96,0.57143,2.072,7,1.1101,0.2666,0.73163,1.9288,2.0619,0.25581,5121.6,6224.3,4553.8,0.41051,0.49905,1.8973,16.525,2.4419,1.7894,-0.14005,4575.5,471.32,1.4588,0.29187,0.12195,-1.3299,0.89832,Q1,0.39,0.934,0.779,0,5,0.0975,-12.466,0.718,1,159.275,4,0.682
MT0007013069,115.26,3.9689,1474.7,2.4413,0.090104,0.68206,0.19132,1.1283,538.49,0.45347,3.1316,0.037805,0.6932,0.43378,0.038525,0.29846,0.83656,0.090375,2.485,0.85064,5.019,0.77059,0.063417,0.33038,0.16808,4.8368,1.0553,7.9878,0.20375,0.35481,0.046006,0.45254,0.04553,0.64599,0.55736,0.51395,0.024951,0.057597,0.50568,-0.10421,-0.019792,0.22441,0.39964,0.4324,0.16873,0.16075,3.1864,3.4533,4.2036,4.5812,5.1368,5.3581,2.3725,2.4635,6.9604,22.279,21.678,661490,2.9962,0.15728,-0.43118,-0.51779,-1.4401,0.087919,1.0773,1.1902,0.13347,0.80858,0.0078016,0.19757,-0.82124,0,0,0,1,2.6425,6,1.0158,0.1195,0.066512,1.164,2.1616,0.31176,5309.1,6169,3977.5,0.37647,0.63132,1.5,18.472,1.5,1.5,0.66547,5422.5,162.92,1.5,1,0.066667,-2.2484,0.83178,Q1,0.685,0.554,0.0226,0.0042,9,0.0316,-11.059,0.0677,1,157.37,4,0.586
MT0007039041,146.82,3.0264,1590.3,1.2374,0.14842,0.93733,0.096132,2.9776,721.85,0.81219,4.4962,0.066187,0.60752,0.38938,0.053574,0.24357,0.872,0.1261,3.5861,1.5882,5.456,0.96375,0.073866,0.44068,0.11249,5.419,1.8099,10.415,0.14667,0.28674,0.066093,0.42076,0.061438,0.56006,0.50625,0.50735,0.13528,-0.046213,0.45528,0.013243,0.1279,0.6066,0.33548,0.41089,0.16625,0.17522,3.5226,3.8992,4.3902,5.1189,4.7062,5.352,2.0886,2.8848,6.7025,17.464,15.437,355240,5.4881,0.208,0.60909,0.26877,-0.20822,0.089202,1.2641,1.8061,0.23286,1.995,0.002312,0.26268,-0.33748,62.577,0.058599,1616.1,0.66667,2.6467,7,1.2687,0.14093,0.36581,1.2637,1.7958,0.31679,3571.8,4506,3174.2,0,1.1573,1.6365,10.405,2.4099,3.0598,1.0746,3481.9,197.45,2.1934,0,0.21277,-0.58181,1.0647,Q4,0.387,-0.05,0.133,0.000318,9,0.033,-12.683,0.203,1,85.204,4,0.602
MT0007043504,271.32,7.3404,4018.7,2.1069,0.16808,-0.035871,0.05295,1.3652,761.72,0.66984,5.3843,0.094173,0.41116,0.43161,0.041123,0.26168,0.58798,0.22268,4.5421,1.0463,5.3167,0.51607,0.074021,0.30162,0.20545,2.5422,1.1713,7.1169,0.16091,0.31799,0.051838,0.47329,0.053857,0.64769,0.51505,0.46978,0.051397,-0.21271,0.53871,-0.21781,-0.23278,-0.19136,0.47786,0.5034,0.14678,0.14689,3.0051,3.2801,3.8042,4.0786,4.0732,4.3714,1.7433,2.0312,4.9246,22.355,22.977,813670,4.8439,0.26812,-0.1535,-0.73026,-0.46301,0.1118,4.0936,2.5114,0.33821,1.3336,0.004275,0.2528,-0.50063,63.873,0.032992,424.86,0,1.2249,4,0.80174,0.51216,1.6295,2.0286,0.86465,0.2351,5664.6,6826.3,5083.7,0.50864,1.0506,1.5,1.2798,1.5,1.5,-0.2948,4828.1,301.9,1.5,1,0.10714,-0.87413,1.9963,Q2,0.478,-0.316,0.0138,0.000206,1,0.307,-13.45,0.294,1,96.052,4,0.87
MT0007043936,146.61,3.9432,1408.2,1.3791,0.090047,0.58332,0.16419,2.1209,557.2,0.58776,3.6207,0.052432,0.64472,0.41956,0.047211,0.27913,0.94545,0.071183,2.8733,1.1014,5.3206,0.78292,0.0622,0.34815,0.10281,5.2761,1.2517,8.6841,0.15501,0.35852,0.051427,0.46529,0.051697,0.65835,0.47542,0.42031,0.36515,0.12333,0.48277,0.10983,0.36426,0.42327,0.35756,0.40535,0.14568,0.15357,3.1434,3.9149,4.3074,4.6597,4.8056,5.4386,2.0855,2.6142,6.3277,16.99,15.989,547770,5.059,0.16471,0.61186,0.24174,-0.13017,0.099273,0.96385,1.77,0.20486,2.4982,0.0081166,0.21787,-0.39124,40.381,0.013364,1862,0.4,3.478,7,1.2807,0.058109,0.068563,0.85704,1.3027,0.45027,4691.1,5974.7,4216.9,0.041881,1.0939,3.6524,11.581,1.2445,1.2398,0.14171,3773.5,478.47,2.0962,0.12168,0.12281,-0.079254,0.48011,Q3,0.672,-0.036,0.535,0.792,9,0.029,-9.221,0.509,0,102.234,1,0.402
MT0007053424,104.93,1.5746,947.75,2.5751,0.11947,0.40423,0.12238,1.3055,432.51,0.51629,3.7793,0.044607,0.64132,0.42851,0.039167,0.23858,0.70994,0.066987,2.4129,0.99321,5.1767,1.0429,0.063282,0.33883,0.11351,4.7876,1.3697,8.7323,0.16339,0.37696,0.042956,0.46402,0.045637,0.63669,0.454,0.51267,-0.073066,-0.048384,0.45689,0.0145,0.21195,0.077417,0.39091,0.3531,0.18244,0.16372,3.5464,3.9229,4.2598,4.6297,5.158,5.8817,2.3269,3.0994,5.4206,21.617,23.756,511070,4.6207,0.14166,-0.14141,-0.44355,-1.785,0.083661,1.4707,1.3459,0.20754,0.95953,0.0065787,0.25003,-1.0162,42.17,0.032176,827.49,0.8,2.706,8,1.3681,0.18649,0.19954,1.5298,1.8291,0.53116,5659.4,6238.5,4410.9,0.36988,0.81764,2.1965,17.222,4.7937,2.817,1.1836,4181.7,687.5,3.4081,0.83525,0.2766,-0.34167,1.3974,Q4,0.563,0.166,0.664,0.0152,6,0.0494,-10.711,0.0439,0,98.06,4,0.334
MT0007057303,266.66,3.2908,2562.2,3.0767,0.20286,-0.095911,0.046038,0.79896,1288.1,0.98299,5.5679,0.10146,0.45034,0.41214,0.056251,0.20869,0.70389,0.2576,5.4543,2.1464,5.1065,0.71415,0.07673,0.63944,0.24,3.4578,2.318,9.6749,0.16805,0.24982,0.079641,0.39913,0.067919,0.67486,0.36654,0.32145,0.74322,0.53377,0.40857,0.25631,0.13335,0.073394,0.41519,0.44878,0.17213,0.17401,3.708,3.7049,4.1032,4.5928,4.497,4.9465,2.0561,2.4262,5.7027,29.754,29.739,1699700,4.2238,0.37509,-0.13948,-0.61813,-0.079277,0.093061,3.1407,2.3967,0.3653,1.3477,0.0061008,0.32077,-0.51493,98.371,0.049074,730.03,0.16667,1.3357,5,0.9229,0.48147,1.3635,1.8956,1.0642,0.23671,5242.9,6758.5,4267,0.45743,1.0216,1.9153,12.159,2.2959,3.3047,0.90017,4226.8,351.22,2.9304,0.7962,0.31818,-0.081512,1.7301,Q1,0.633,0.672,0.0901,0,8,0.0514,-4.875,0.0315,0,95.953,4,0.8
MT0007064420,119.75,2.1793,1185.9,1.6052,0.15538,0.94986,0.07216,1.528,758.68,0.83554,4.5003,0.071053,0.46597,0.37674,0.062501,0.21884,0.73396,0.10512,3.3804,1.276,5.9197,1.2633,0.097505,0.52241,0.11294,5.0714,1.7816,9.8547,0.14258,0.29975,0.074711,0.43772,0.070907,0.61818,0.51912,0.5127,-0.026061,0.083351,0.4822,0.091652,0.018424,0.094593,0.40518,0.37728,0.18931,0.18426,3.2922,3.6228,4.318,4.6626,4.8071,5.8529,2.5514,3.3257,6.2073,14.347,15.992,333080,5.637,0.27738,0.37466,0.40326,-0.68414,0.090397,1.5528,1.9923,0.36435,2.0329,0.004175,0.27843,-0.24504,112.68,0.13087,1070.7,0.64286,2.4929,8,1.3138,0.17278,0.23279,1.297,1.7958,0.34144,4115.9,5307.7,3264.4,0.12146,0.91758,2.2483,16.042,3.7848,2.7241,0.58581,3748.7,812.74,4.8578,0.20571,0.2,-0.29562,1.231,Q4,0.253,0.186,0.713,0,5,0.03,-11.882,0.144,1,109.132,4,0.496
MT0007087238,89.86,1.0274,683.98,2.7757,0.10002,0.21784,0.073956,0.49964,429.76,0.58455,4.9225,0.046852,0.59366,0.38523,0.070078,0.17503,0.9604,0.054758,2.5732,0.82736,5.9946,1.3777,0.057197,0.3797,0.13146,5.4821,1.5272,11.43,0.21256,0.27904,0.054866,0.39405,0.076329,0.57556,0.47844,0.37109,0.35186,0.60596,0.30294,0.63274,1.0008,1.2218,0.22887,0.22713,0.16146,0.15971,3.9407,4.7129,5.4091,5.5449,5.5829,7.7616,3.2092,3.0089,7.6572,10.028,9.7431,477230,2.9686,0.16696,-0.84471,-0.81125,-0.95939,0.10291,1.4369,1.6046,0.15796,0.65514,0,0.32721,-0.77652,24.043,0.0041047,575.21,0.5,3.5015,6,1.3597,0.090154,0.033256,0.43233,0.79814,0.52111,5674.9,6225.7,5023.1,0.2944,1.0035,1.8599,12.812,2.7894,7.2503,2.3841,4708.7,413.48,2.6107,0.55499,0.23256,-1.541,0.43253,Q4,0.202,-0.04,0.871,0.0127,4,0.0315,-9.894,0.152,0,177.278,4,0.254
MT0007099407,118.83,1.2059,875.99,1.8059,0.16468,1.3529,0.061555,1.3995,977.75,1.1125,5.5855,0.07023,0.60797,0.31874,0.06107,0.17644,0.69524,0.10923,3.3717,1.5905,6.4332,1.4042,0.10037,0.70973,0.098565,6.6621,2.1035,11.776,0.13461,0.2782,0.10002,0.39976,0.088277,0.54063,0.46114,0.41979,0.23199,0.38126,0.35506,0.50195,0.37294,0.44092,0.35094,0.33501,0.18446,0.20147,3.8414,3.768,4.357,5.0235,5.6244,6.1233,2.4752,3.0279,7.3265,14.145,13.089,278770,8.0133,0.29296,0.002681,0.6171,-0.34503,0.084198,1.1294,2.0767,0.278,1.4588,0.0020286,0.31246,-0.18463,180.38,0.13051,1825.3,0.5,2.5114,6,1.3208,0.22471,0.36581,0.8314,1.297,0.76372,4638.5,5239.8,4281.8,0.046201,0.99446,1.6993,18.219,1.825,1.6938,-0.27722,4031,355.5,1.7615,0.25124,0.23684,0.28249,0.6987,Q3,0.269,-0.49,0.848,0,10,0.0404,-8.555,0.12,1,166.405,3,0.435
MT0007107079,132.73,1.127,1013.8,0.93639,0.16933,1.1049,0.033761,2.1248,880.51,0.91656,6.9856,0.085987,0.53213,0.29802,0.083566,0.12632,0.87426,0.10988,3.7264,1.4965,6.9726,1.1747,0.10995,0.72398,0.10105,5.5304,1.9358,10.479,0.1469,0.21916,0.086261,0.34708,0.081838,0.55176,0.43517,0.38706,0.24584,0.17895,0.37808,0.1822,0.24373,0.072299,0.38514,0.36968,0.19254,0.18879,3.9521,4.1691,4.4996,4.9542,5.0497,6.034,3.1886,3.1166,6.4754,10.05,8.1156,298930,8.7069,0.32532,0.50929,-0.035434,-0.28928,0.063433,1.3154,1.7276,0.2621,3.9141,0.00048693,0.3353,0.25033,87.496,0.06523,2030.1,0.4,1.6046,5,1.0202,0.42085,0.59861,1.2305,0.53209,0.56986,5309.1,5942.8,4792.3,0.40032,0.94746,2.304,17.656,2.1498,2.2703,0.99092,4975.1,353.46,2.7391,0.6483,0.30952,-0.20109,0.79851,Q4,0.143,-0.562,0.592,0,2,0.0364,-14.703,0.14,0,119.837,4,0.441
MT0007119529,136.57,3.1494,1565.2,2.7088,0.11352,0.54951,0.058856,0.79755,594.74,0.82045,5.3387,0.059824,0.58821,0.38746,0.058847,0.22014,0.76529,0.059372,2.9973,1.1831,5.8176,1.3085,0.057817,0.38864,0.089512,6.1278,1.6785,10.251,0.15109,0.26262,0.070514,0.38139,0.056026,0.59364,0.41283,0.42143,0.35984,0.38778,0.36117,0.36764,0.1902,0.3224,0.3383,0.32984,0.1782,0.18815,3.8254,4.0635,4.576,5.4028,5.2298,6.1087,2.6017,3.4514,6.9266,18.685,17.021,319450,5.7466,0.18253,-0.49474,-0.49826,-1.194,0.072234,1.468,2.0452,0.23361,0.90167,0.0026209,0.2908,-0.68607,91.036,0.03483,2304.3,0.6,2.577,7,1.2559,0.15502,0.33256,1.1972,2.3612,0.84027,4322.1,4819.5,3556,0.0081633,0.86392,2.0724,25.208,1.6474,6.0353,2.0827,3787.5,904.62,3.8598,0.41104,0.22917,0.00064319,0.89832,Q4,0.219,0.142,0.881,3.02E-05,5,0.0415,-12.324,0.0773,1,116.425,5,0.682
MT0007147603,102.93,1.4478,964.85,2.5416,0.063945,0.36816,0.27608,0.40751,359.35,0.38999,2.9627,0.027393,0.7688,0.4198,0.034201,0.32877,0.71858,0.043407,2.2973,0.75104,5.1111,0.64949,0.059603,0.2534,0.171,4.9936,0.8412,8.0703,0.24108,0.38525,0.033257,0.46834,0.043106,0.61676,0.60197,0.56696,-0.15535,-0.15254,0.52414,-0.11601,-0.18916,-0.033967,0.48666,0.49847,0.13082,0.11579,3.2069,3.33,3.8674,4.0627,4.3318,4.3934,1.5369,1.6491,4.502,23.07,19.899,685980,3.6747,0.12554,-1.3535,-2.9335,-1.6682,0.11222,1.8615,0.95654,0.11899,0.39473,0.0078594,0.15767,-1.0824,57.981,0.038652,875.11,0.5,1.8728,5,0.87918,0.34672,0.16628,2.2947,1.5963,0.36202,5233.9,5875.9,4694.5,0.4073,2.1412,1,1.7347,1,1,0,5135.4,138.51,1,1,0.044444,-2.106,0.76524,Q1,0.883,0.536,0.0319,0.00103,0,0.119,-2.757,0.351,0,138.267,4,0.548
MT0007186714,121.05,2.0275,926.04,1.5718,0.13,1.645,0.12069,2.0488,714.66,0.74391,3.9922,0.057375,0.63527,0.39919,0.05284,0.1747,0.87992,0.10093,2.9547,1.2646,5.428,1.0081,0.10051,0.53718,0.13302,6.164,1.542,9.5989,0.17318,0.33573,0.057676,0.4532,0.068749,0.55214,0.54767,0.45942,0.11968,-0.027472,0.44294,0.02612,0.29458,0.3288,0.37959,0.37232,0.17214,0.17053,3.5661,3.8433,4.2275,4.7299,5.2333,5.7721,2.3651,2.8966,6.6697,14.948,10.587,342890,3.8424,0.22623,0.40793,1.0686,-1.0736,0.093481,1.2045,1.6609,0.22049,1.9571,0.0020942,0.2565,-0.49385,103.43,0.059656,1185.1,0.5,3.0039,7,1.2531,0.096718,0.19954,0.86465,1.4965,0.35069,4598.1,5565.7,3849.4,0.12366,0.82138,3.4523,21.205,1.9507,1.8101,-0.04318,4088.7,431.69,1.7731,0.35159,0.16327,-0.16203,1.0647,Q4,0.207,-0.03,0.811,0.00137,5,0.0286,-15.226,0.174,1,84.715,3,0.521
MT0007207968,69.263,0.81375,560.75,0.56852,0.059591,0.4409,0.068779,2.9928,346.9,0.68012,5.2438,0.04588,0.56511,0.42027,0.046285,0.2898,0.64145,0.055336,1.9449,0.82974,5.3646,0.83439,0.099134,0.44725,0.051401,7.2852,0.92074,9.5234,0.12418,0.311,0.039844,0.44453,0.047463,0.62751,0.57944,0.57806,-0.16878,-0.080944,0.49918,0.075153,0.0866,0.085884,0.48379,0.48876,0.13742,0.13834,3.2996,3.2762,3.7696,4.0744,4.3593,4.5079,1.5196,1.5784,5.2934,10.863,7.9068,118980,9.4843,0.1152,-0.36204,-0.24124,-1.4741,0.085365,0.72626,2.1762,0.22507,2.787,0,0.34761,-1.2305,113.9,0.088673,485.15,0,3.5716,6,1.0028,0.007529,0.033256,0.23279,1.1972,0.35688,4073.7,4608.1,3599.6,0,0.99951,1.898,17.756,2.9325,1.6115,-0.32688,3896.8,554.15,1.2927,0.32218,0.089286,-1.4266,0.2329,Q4,0.213,-0.852,0.874,0.592,2,0.0332,-12.901,0.162,0,106.924,4,0.354
